shipment_id,fuel_cost,labor_cost,misc_cost
0e003168,85.0,110.2,48.12
3c27446d,15.56,87.21,39.25
9d4510fd,16.66,95.6,43.03
b7cd4327,52.83,40.27,17.8
ae5ab377,92.41,83.49,25.99
d0564244,48.82,88.86,6.3
51c42044,45.77,78.35,34.07
fa712fb4,53.0,24.29,10.57
0e978792,96.33,121.86,41.73
0256798d,82.45,136.57,5.5
5a4257c1,87.57,113.06,45.14
d41f7de0,41.49,62.25,27.45
fbb9d66b,28.42,25.52,29.27
723350a6,27.68,96.72,41.17
9379df4e,36.24,142.43,10.24
ded2500c,73.52,111.87,49.21
41649144,38.23,109.48,16.05
3234d049,31.95,68.65,11.21
412764da,33.9,134.58,32.13
ee715375,13.69,99.67,19.44
9e5b5872,17.43,138.83,11.97
e3d0d3fd,71.46,103.51,13.93
dff6e7fd,46.96,105.41,25.97
5efbb05e,57.88,67.24,43.91
9503d9d3,21.71,44.46,28.33
b627a7a1,88.22,63.43,35.76
9646b81c,56.83,51.45,31.2
8ea6f759,73.3,29.2,5.91
c62484f2,63.3,144.4,38.47
a2b4528f,90.96,124.42,47.33
a2ca656b,48.2,108.39,39.2
012a0385,48.87,34.6,45.77
e00fd1ed,10.65,27.75,38.86
f6c60278,74.7,97.48,43.25
f88fcc56,51.84,51.82,36.51
48aa9933,90.94,23.76,41.69
3b9ddac8,18.18,120.64,26.42
f56dd6df,30.46,102.35,30.52
a60d43f0,49.83,149.38,19.9
b6db212c,19.7,23.32,47.31
b797438d,42.32,74.51,22.07
23775d01,23.52,57.03,10.28
e9c53a24,13.65,57.61,29.55
e641661a,34.52,52.32,34.58
adc49ffa,92.58,94.43,15.84
9012d3a9,12.81,51.1,46.89
51a2d173,71.65,126.36,19.68
68058e47,65.24,55.57,8.18
f4575970,49.81,105.26,10.33
d511bc84,94.76,102.22,40.71
9b4f1622,73.74,111.99,42.19
92a55109,32.23,65.84,22.85
fc4dd0c3,67.88,39.57,41.33
d04390be,77.98,107.7,17.95
caea6d11,80.65,65.1,37.06
f2a07271,17.98,88.37,17.48
149a4771,87.49,92.81,30.12
2ac87703,56.03,70.28,42.33
b3294353,74.18,63.72,18.77
055d88f4,63.59,55.66,33.52
6a5a27dc,56.91,89.72,31.59
ddd20a02,36.43,149.12,39.51
97aa3ef4,26.79,57.04,30.15
dbc01a2b,83.03,29.84,12.64
8de76361,38.78,83.39,31.88
26678bc2,87.73,83.57,47.26
b19ca332,86.71,23.35,41.42
7eae6554,93.65,70.91,15.87
08928802,73.69,41.9,22.97
2a3848a6,98.96,22.31,30.34
00789644,44.43,121.3,15.37
c50606c2,68.85,136.09,16.89
137d7cd6,49.65,135.22,10.84
724f0674,14.24,123.01,13.41
fd809813,36.54,22.25,36.61
efb6c7a0,78.32,64.32,46.15
43f50427,75.29,24.62,38.4
cfdbb548,72.07,112.54,34.89
3869c417,65.55,107.54,30.58
2358ef29,42.42,38.15,24.34
cb481496,73.3,142.35,5.41
5c4fc657,79.34,48.45,40.85
c249d43e,51.19,71.55,21.78
4b343138,56.34,146.32,32.04
6800ef14,58.7,71.6,20.51
fc505dbf,88.19,113.45,9.77
fd07bd29,94.3,43.11,7.01
ecb991ec,23.73,48.25,24.62
6ecdafb9,20.17,90.06,47.33
ebc50adb,57.88,136.58,8.89
3ef6abd6,95.68,100.47,8.96
f1026a60,10.65,30.97,30.38
9f8f69a0,71.45,65.91,27.37
e1ef46ea,33.89,124.99,42.93
8cf6c3d3,31.09,104.36,28.99
f3af67a7,82.12,59.61,16.37
fae10493,61.52,89.74,32.66
e4d1004e,50.04,129.18,10.61
d0d86b8d,47.38,72.41,28.17
1b767ec8,18.84,103.29,5.97
27810093,18.37,141.44,39.13
d45c441b,59.96,32.71,47.26
731705fc,92.94,35.16,30.43
29601be0,79.71,55.2,49.64
54ac23ef,27.14,107.0,29.54
1ce1487c,74.14,149.61,39.65
38b03587,43.89,28.36,22.06
1dd0b2fd,74.88,31.33,12.95
1bf8695f,46.15,86.67,42.24
11f8a668,16.2,101.78,9.36
0a5ef853,63.47,144.51,42.46
4c2d0aa5,89.51,30.31,48.67
63d457c6,48.55,27.42,5.99
a5b8745d,79.34,65.03,35.37
30242e4d,96.77,77.46,17.94
f800eec5,86.08,100.38,25.75
2e14cf6e,99.64,39.66,24.13
ca24a052,68.55,90.53,15.23
e55664d5,14.4,45.8,7.43
747c4984,13.21,81.19,5.36
e799cb89,99.21,143.5,28.33
d1eb1a3a,39.14,127.86,25.29
b44e848d,47.28,93.29,43.72
00159ea9,47.47,121.79,16.43
ddde75b5,79.65,130.19,29.33
9a3ee18d,38.58,142.21,39.51
5b5118d3,58.31,37.47,35.16
4f959ddd,31.98,120.39,9.9
c8bfbdd6,64.61,28.32,10.45
b36448ce,71.03,34.12,23.91
15532481,38.64,118.93,14.88
4cf478b0,92.0,139.58,12.69
d67ba9a6,61.08,35.49,27.27
ed3c9a24,53.74,27.79,10.48
9126566d,97.56,127.03,22.07
1a1d3e9e,31.49,142.91,35.31
a37a85bc,94.85,71.37,33.8
89b054d9,56.76,140.76,25.11
34e1b322,92.87,46.12,43.52
68ab2792,50.15,39.24,41.01
07c6abff,35.92,86.64,37.29
42e3ef51,58.25,79.35,42.15
8bbb9451,28.08,68.13,43.31
7209db9e,39.06,146.9,12.28
99245d63,89.02,83.37,5.26
9fb5c3a3,13.66,54.45,17.3
b5a44ab3,43.29,102.96,32.4
6ec09e0a,45.69,45.35,42.98
d8b44129,39.94,81.87,22.23
8613742d,63.42,121.85,42.41
03e9c488,36.86,88.98,9.39
07270ba9,73.13,30.4,42.99
ea334fa2,43.68,134.88,7.09
3374a494,45.39,73.34,46.59
aa61d7d0,96.16,29.91,7.92
0be7dc3e,34.88,107.55,42.48
1f2e4f53,45.3,64.9,8.85
e148b30f,12.25,133.12,11.55
ba35ccd1,75.35,46.83,42.14
6eb46400,36.46,49.99,15.43
20a13170,75.24,80.45,24.64
e23c1d92,86.9,56.58,29.05
acf7e05b,18.1,64.17,38.42
10106e2b,95.18,67.46,33.69
2ab3aecc,67.33,22.79,14.57
114a7372,56.29,57.8,37.64
af285160,10.7,120.63,27.06
5ae0f547,71.18,89.5,28.79
28be94f8,36.15,104.13,13.94
b1da447b,89.12,112.52,13.71
4436a9fd,47.74,73.35,9.48
fb60f790,24.71,35.66,11.26
f2f7c109,78.59,63.82,48.04
1dcdb4b2,24.67,86.99,41.43
bfa894d9,82.72,50.16,17.2
794d01d6,49.02,86.51,21.64
60ff14ea,15.5,62.41,14.36
a4d94768,35.53,120.79,37.03
9e228bb7,58.34,46.5,11.96
153b199a,33.19,101.77,37.01
252d7417,77.46,68.96,38.85
c65cd5b4,42.07,123.3,35.04
2bb08f68,37.74,88.24,20.69
3810d89e,14.74,54.79,37.77
c1ebd25a,22.88,72.66,8.38
d3d55e4b,80.44,123.32,17.72
57b371ba,32.46,57.51,39.12
094e4679,31.23,98.62,8.16
2b5101bc,46.7,38.42,31.5
856fefab,19.85,26.52,12.75
a58384b1,97.31,63.34,9.72
2b5a3b5d,14.53,122.65,24.3
25ba5e74,55.97,118.02,26.3
e20d7984,82.13,48.53,23.55
302cf95e,72.21,52.72,35.18
6214ec80,37.65,89.88,28.18
64d7fa91,15.12,95.7,21.37
8da56620,39.35,142.21,46.72
f67a7e6c,68.58,146.01,13.98
cd871965,39.56,70.18,37.21
8e0313f4,55.44,30.8,32.76
966d6288,51.19,130.92,34.0
e3500989,21.41,28.44,27.73
411fe84d,18.1,76.17,49.32
d4b77c82,14.0,128.13,19.65
72440ffd,23.94,27.46,41.19
a8d9fc42,80.41,149.0,8.93
f203fe68,36.02,124.21,45.35
181cea00,14.65,39.56,5.64
24ac72d7,76.64,70.75,10.33
6821e65d,41.53,123.03,6.06
51ab9e7b,82.72,34.93,43.39
6f628518,11.53,70.2,8.45
6ec9f82e,73.42,89.77,47.26
e95bdd5d,53.53,102.89,12.33
6b30fa74,11.54,70.85,39.17
b0960720,63.05,115.52,5.19
86656d9b,78.4,131.99,35.92
0691af83,52.05,122.22,6.83
f404539a,97.59,25.38,9.38
755ddded,15.34,28.82,24.29
a97a9d24,46.51,20.79,15.93
0f720bb4,65.7,146.84,41.95
baeb2ac2,89.22,117.91,12.95
dedf15c9,35.01,93.73,12.97
a4a8f205,66.89,47.56,41.45
b91a86d4,69.72,62.72,43.18
ee14b1ac,27.52,124.09,18.47
c61ffa56,10.05,67.85,18.24
fd9a80cd,19.95,48.32,18.66
77e67cb6,88.34,131.55,7.23
c8752420,91.63,65.0,9.48
d312a45a,99.41,44.83,26.12
155288b5,13.12,27.74,47.41
781b08ee,30.75,92.65,27.04
0d279077,41.73,144.98,37.95
0e0b7797,52.35,109.3,35.5
5c4ece9c,32.15,68.5,20.19
4aff7bfe,75.2,33.31,19.11
471a44f5,71.8,101.1,44.44
46eca322,18.64,98.99,9.12
48800f45,67.29,106.07,14.25
c606e1fd,39.25,33.99,10.18
c936df39,81.43,38.95,37.96
4b478f87,39.89,143.41,44.32
39defc92,94.7,35.37,35.86
7c7dd9d0,16.74,143.64,14.15
b9b16253,81.69,123.68,45.64
0170b60b,30.08,117.1,6.88
bb026b4f,38.67,85.23,9.49
d0f1b006,61.05,108.47,38.44
ee5f6ea9,62.67,131.41,46.81
8d849cdb,83.37,84.17,19.81
b7eff1b9,21.38,68.88,36.54
9b2a31b0,50.89,130.62,10.89
6696a460,65.76,50.73,19.83
bfb6092a,42.36,61.45,35.08
76c78e20,63.03,22.02,28.16
136574b0,91.64,49.16,39.41
d3380d45,49.07,31.92,43.72
86bae0a9,67.04,149.44,10.2
626532bb,21.8,50.53,18.4
b72babca,27.3,87.02,46.7
80df84cf,60.27,42.32,45.07
ea97f8f1,51.63,42.62,6.42
412bef1d,20.99,148.44,39.18
8e20ca6d,79.47,89.69,48.26
8ebadc4b,16.32,113.4,35.57
f8869901,26.13,132.92,18.85
7cc02d73,67.49,114.62,48.73
d0cb715f,96.84,48.39,13.2
9ebb2338,44.29,107.2,24.4
6deb30ac,92.08,57.19,6.54
6cb29b51,64.45,54.84,36.86
6ae3ca25,97.26,65.06,36.05
c243637f,58.35,107.15,29.16
d6b7336f,18.08,121.51,14.04
1c1b22d2,11.73,90.05,40.49
706bf4f3,95.15,35.58,21.08
ee4d97e7,83.88,78.09,47.84
17bd35a1,98.92,99.9,9.61
56e1f303,23.31,113.69,48.26
d8eb2c31,92.61,122.06,41.4
17ee3598,28.75,114.69,33.0
3478bdce,48.49,26.44,49.16
81dbff29,84.57,28.45,34.06
596a5970,92.51,146.24,11.82
00d04ca3,36.14,60.4,38.24
65902bb9,24.08,106.1,46.97
38a8bdfe,48.15,98.93,37.15
84358dc9,81.03,84.9,15.16
51cb5a76,23.48,71.0,41.88
0843fadb,26.01,43.94,20.22
f8fb3d97,50.54,48.56,47.25
2b68fcdd,98.35,62.28,43.29
8bcba215,60.1,56.78,8.44
b317e157,50.17,86.64,22.48
449ade4a,23.56,113.56,19.72
7b4bcb05,72.32,44.87,32.1
6cedeade,13.76,101.62,10.52
2c733c27,66.02,92.6,36.98
7c449fa7,16.69,84.93,22.79
1e901ee4,68.31,39.59,10.77
84397341,19.16,91.17,30.08
9d8c3d9f,37.35,44.03,42.61
fcdef64a,70.22,25.3,34.99
3c94d939,94.76,66.22,46.46
3f0497f6,55.92,42.69,25.84
806f0f2a,29.22,44.09,40.69
41f0b0a2,52.98,81.36,41.82
5404a72b,29.61,70.79,45.8
039ba87f,36.15,105.94,8.54
b8be780f,13.0,148.15,21.19
71fd0f3c,58.98,66.61,19.85
86b5e494,64.11,105.62,33.72
1e76a4d1,43.09,31.61,38.88
99552557,50.71,47.44,34.73
0d63319e,24.72,28.03,48.45
ffaba726,75.02,130.88,21.28
e9f6d4ae,92.29,141.61,48.54
76b1b434,99.76,67.51,47.63
e3f07586,12.73,27.04,39.64
32462cc8,23.79,52.83,30.62
46e513fe,49.92,22.28,13.22
cd8eb3e6,94.63,110.16,23.91
942bb90b,18.99,142.96,23.88
f4482972,32.98,50.17,22.11
af4f370e,21.78,74.98,35.35
3a995523,50.13,32.42,36.96
717969ee,73.31,91.59,38.33
cd644933,81.06,146.35,31.41
82fcb4e6,14.42,80.31,16.92
01a3b204,63.9,129.9,20.96
673e64e2,98.37,75.14,33.99
6a4ae4f5,52.69,95.08,33.79
cc4753f0,16.47,90.58,33.57
8a874aaf,21.68,98.73,39.5
95c9d12b,85.59,75.04,14.31
a1b1b8c9,91.09,138.92,9.37
a1a76425,80.0,85.97,27.34
b72413d5,34.32,146.02,10.85
7f643576,16.05,40.98,48.88
38da46a4,54.19,20.26,48.56
3cab38c6,93.19,144.17,10.11
e4e1b9c0,58.77,38.7,49.58
590a433f,11.98,128.25,30.51
5a52a556,30.95,39.26,13.9
f7a65fc2,53.12,34.64,7.07
0deeb105,97.46,45.18,48.83
5252bbe8,90.09,136.66,38.17
6ae735a0,67.37,97.87,36.03
df1ad9df,17.59,28.65,40.3
ca051cb3,31.22,136.67,38.33
17152e13,94.24,82.63,9.19
f53dea84,99.09,142.77,34.91
e210dd9e,43.04,44.6,33.99
81d4b958,82.4,107.88,33.52
73da3509,72.11,72.21,21.03
eda967e9,60.89,35.4,34.8
533e54e6,26.78,31.55,17.22
40738887,60.28,52.79,42.57
47b7f2d7,15.28,70.93,25.15
9d7848ab,51.61,38.82,33.61
866aa249,82.96,26.42,7.19
a1bf7e05,39.57,60.52,15.57
fdbe7d1f,98.17,92.95,20.49
d91ed42e,66.44,64.61,8.0
8b883168,77.54,93.27,30.1
408bba0d,32.03,121.59,18.69
b81d1150,85.51,127.41,29.48
bc9d5e98,25.98,56.94,13.59
7caa84f6,80.89,137.19,35.39
d7a1e916,71.0,147.17,26.69
8ab2749e,57.62,86.0,33.64
6d860b35,50.75,114.96,8.14
f95c5d98,56.47,86.37,6.57
e35e02ec,85.3,91.71,46.48
696382af,86.2,66.8,48.04
eebef5bc,66.64,26.77,49.12
b5fc06bc,22.6,87.15,13.99
c1d618e5,84.35,81.77,29.09
dd2582d5,23.52,77.67,40.24
a2c2a3ce,28.4,23.43,24.1
1e112335,93.63,86.35,38.17
830e6633,49.81,71.49,13.25
1d1ddda5,99.74,61.1,24.5
eadaa317,34.11,65.56,12.77
46fc170a,45.56,52.04,30.75
c85fb430,67.8,82.89,16.21
65db85de,30.47,78.17,12.49
7d548354,31.78,97.78,30.04
65d8b4cf,28.0,102.65,21.83
0e4f1d20,58.52,72.53,29.94
ff8e9ccb,52.19,66.2,15.01
b14120cd,72.53,119.55,43.5
ca8a2fae,22.15,31.19,37.27
04a49be8,54.47,98.32,46.94
dadabdff,54.39,49.71,33.83
cd1aaf29,57.66,21.47,5.12
a9c6e121,51.32,27.84,16.13
a2dbe759,82.36,21.01,25.49
e75e34be,30.22,104.43,47.18
ce338eb0,13.26,100.38,38.15
dff04ea4,68.09,24.68,29.4
6a6ab973,59.72,50.88,47.98
c17ad079,14.83,76.32,48.22
ac021349,58.21,138.93,20.88
d30120ac,82.84,118.56,48.13
90e75cea,93.26,144.67,19.04
e678547a,58.25,128.1,29.89
61e5d47b,76.59,77.94,35.77
089d920b,25.81,77.16,5.32
cf27107b,41.71,133.01,11.77
84874948,70.27,118.88,33.67
cae2ec06,84.03,78.21,7.31
40be9a9a,83.98,61.36,36.49
0b780b06,84.99,106.59,42.03
2a368c29,90.32,81.52,40.65
09a43886,67.09,69.47,41.77
6775d969,44.48,76.87,31.18
bc3117db,62.17,144.52,39.42
20071128,58.81,114.43,37.13
892c551f,48.74,34.7,43.14
c21bdcf0,41.34,67.77,44.08
f77ca3eb,92.76,134.78,18.73
fe5bf5e8,80.59,90.61,43.81
ad10b20d,75.57,101.27,47.37
4f6995f2,14.21,41.03,28.49
f0db5367,60.22,110.53,35.31
07f64da4,97.8,113.45,26.78
7025a773,60.62,125.27,20.58
77b63d22,66.27,107.44,9.1
b9eac71e,56.85,142.3,40.52
a2b67f18,41.61,25.6,14.96
8a18ca60,90.4,91.56,24.5
c5e61284,98.2,106.2,29.22
88435d2f,78.38,123.26,14.59
6a25d9ca,64.68,23.04,47.2
4183c426,22.73,146.83,8.98
69c28d6b,50.45,115.34,47.17
1e07b48c,65.6,44.63,5.85
582c426c,82.37,26.84,11.44
b363acc1,15.06,115.07,20.26
171991f9,51.76,77.88,21.76
df03af83,52.42,88.93,36.75
fc8e414c,21.24,71.06,44.89
e82a8710,11.52,35.27,44.16
7f39be1a,77.56,139.26,34.56
133df8f9,66.18,85.86,17.47
ec84865e,31.7,52.81,10.83
3de08cc2,40.27,52.01,25.25
4d7cb8d5,32.8,119.76,30.22
47ade7ab,29.28,137.53,42.52
38f79e1f,30.18,93.78,49.97
614d6f07,85.04,140.22,38.08
108e0db9,55.48,132.92,21.59
de8d78c6,67.62,93.12,28.72
cbcb1b67,52.16,136.33,40.98
76da1b8e,34.99,28.56,39.55
571484fd,26.91,53.58,41.17
80a6e89c,70.35,91.12,37.01
953e4797,61.41,39.86,46.62
89ae9d19,63.46,148.83,10.75
1f2c2fd6,62.26,38.52,42.77
0697e783,19.3,36.44,6.43
8c3cb108,23.93,66.31,23.05
47c647c6,95.83,74.52,45.13
b59b9de6,30.92,98.38,21.65
c9b1062e,93.45,81.34,30.18
139e4626,19.74,121.03,22.27
fb1e2917,62.76,75.03,20.42
a9738115,12.26,28.49,40.12
70729e99,60.02,97.3,47.55
b8ac8360,84.34,30.85,47.19
969a6100,39.89,147.01,30.99
88f5339f,64.66,146.72,19.11
786e25bd,74.81,111.76,36.03
ba978945,56.89,25.17,20.76
bae87235,63.08,97.96,14.12
0c247a83,41.67,82.85,34.89
4984b557,61.28,146.21,26.32
1163c9e8,90.55,139.81,26.82
b0142eee,46.69,66.45,17.88
6833d17f,33.99,133.84,10.42
34656eec,51.3,108.88,13.37
56332643,61.67,28.16,8.97
65bb4186,62.73,126.26,29.07
36581a70,35.37,105.0,33.21
9d4582b6,47.76,71.35,25.12
6f0c71a0,54.12,112.06,6.39
85afa132,44.55,25.14,28.73
7f50ba59,27.22,143.36,14.21
d45f0fae,35.53,71.99,20.05
87974b8b,29.62,21.05,10.65
7c4a2892,17.75,122.29,13.37
052229c3,62.37,56.57,34.77
bfdf1439,93.77,117.2,14.52
79435ebc,67.08,76.53,23.39
f62611bf,97.94,76.48,23.5
6fcb40dd,74.44,37.53,48.48
b18843ee,58.77,44.92,22.56
196039d6,84.44,135.79,27.09
adcf65c1,48.68,23.34,17.7
b07972ec,97.44,104.69,27.83
203f859d,23.65,83.31,16.46
6a641fd1,97.34,126.44,46.41
17fe1758,69.08,86.02,48.95
e61cfdbb,46.29,52.01,6.51
e1632abe,63.98,66.39,46.18
df6a5558,67.59,89.99,10.91
ca935a7f,62.64,20.14,14.97
218322f5,68.86,103.02,32.08
7ca04e1d,28.76,50.12,14.12
6f8605a6,16.91,60.21,23.46
56b62069,23.73,29.35,28.25
28c91c13,50.13,21.82,41.38
2fbb39a2,71.18,121.84,6.32
1f787648,39.48,21.73,47.81
ce13e617,93.41,104.42,46.59
c9db8d6a,22.62,31.46,18.48
6974a2a2,47.15,123.85,11.54
937594e5,60.36,133.12,10.76
2edc4984,17.45,119.49,36.29
0a84e099,29.8,99.09,35.53
135796a7,34.71,74.6,43.36
a80356e4,31.66,76.59,7.34
bea1ba72,91.28,77.08,26.53
617a40dc,93.64,43.89,31.11
2ec3476b,94.62,132.92,19.12
91962d1d,53.97,29.52,19.52
5a89bd3c,31.27,138.87,30.15
f173eb7b,18.75,136.06,41.62
4d06c680,95.7,83.53,10.78
d79f9806,76.67,114.8,13.74
2d37cbb7,41.24,108.6,40.55
a00aabad,22.89,125.07,15.61
ce24a2a4,87.57,135.45,29.15
d89d92e0,53.57,114.88,45.06
3ac166b6,47.85,118.02,15.97
d856a10a,28.75,94.42,32.21
241be66a,43.42,122.44,45.66
bc3cc6e4,20.08,136.37,33.19
e99fe7d7,67.19,34.27,44.24
42b6c569,98.31,44.46,29.6
597d5421,21.75,63.84,48.51
3c3fedc1,50.62,92.21,8.63
5895aa49,76.01,75.89,45.23
58ad182d,57.34,37.08,9.62
fe8d817e,50.66,105.07,44.75
dc219315,68.43,41.59,29.93
c5281c00,71.31,62.97,42.9
73da321b,26.07,49.74,44.77
0822b876,61.33,87.55,34.28
d7d20eb3,62.25,31.51,32.1
523d90a7,83.52,58.77,47.46
5529575a,32.14,41.28,19.4
74d3bf31,96.71,63.09,11.29
d353ecd1,18.87,43.51,9.36
ac7f8faf,86.17,138.0,36.76
a48bfd92,41.14,73.05,18.49
392fc64b,93.56,85.85,41.54
6500074d,61.4,131.51,42.5
241c1a92,28.3,80.15,7.1
e0b686c6,26.24,98.78,31.86
a5c85f31,76.21,108.25,44.97
67c98c12,60.25,111.92,17.75
c8f27b87,22.96,127.69,9.79
4ec376e9,79.02,96.69,26.57
c64f1f47,80.11,142.3,29.99
3faf8a90,91.02,80.03,7.09
ad4ac43c,50.73,51.62,41.01
d7c455fa,63.21,102.79,33.14
700bbb51,36.94,46.78,7.88
abf21ef1,78.74,88.49,45.65
ce106b6b,54.34,37.09,38.35
9a7f70b6,44.91,148.85,7.14
f0be6a7c,52.66,78.17,19.42
5a08394b,41.84,144.34,13.86
93dc9339,91.61,88.99,16.44
f50eabd4,41.96,116.49,23.98
c75fa21e,31.68,98.5,9.53
03550b7e,28.9,39.53,37.74
b155a8fe,77.66,50.19,13.65
c3834d86,67.66,137.48,24.62
61ba6c3c,47.05,49.7,26.4
e5eda158,98.64,99.45,40.26
d14085a4,88.84,106.37,24.07
0b14b1b8,19.07,28.96,9.09
0b9385af,16.93,99.42,11.9
a1874a9b,42.3,48.13,39.69
4b797238,12.24,137.66,6.43
0aa7c82c,36.43,21.68,49.99
67503314,18.95,122.82,40.09
fdb6ffae,43.22,49.34,33.34
1bfcb6b9,54.89,141.46,25.53
19db0113,98.83,32.35,39.97
a1b7d1e2,38.19,71.63,25.84
fdbdbd31,67.58,61.87,43.3
138c5ccb,62.11,27.83,28.3
43b4ff0a,48.76,39.23,27.2
6857d5d3,18.63,54.91,28.43
63ca94ef,96.33,58.14,11.69
7a0e87e5,85.65,131.72,15.52
b941adef,87.07,36.41,26.89
f8791af8,63.45,25.25,8.49
59e504c5,90.91,133.68,13.81
b4786ee4,29.1,67.69,25.69
0ffffc7e,33.44,34.73,35.17
14f4a1a1,39.49,63.24,13.05
6c227af2,88.43,103.31,31.88
6c3a7dd1,49.32,35.15,34.64
ef167311,54.24,71.66,7.21
ffa82b0d,86.54,76.8,6.08
da23eb42,52.6,90.2,19.96
d6e24798,37.52,139.45,12.64
c0dacc88,25.44,97.5,7.66
4348f0a4,56.34,140.64,24.95
4b1acab7,24.27,64.25,34.41
0cd38ef7,25.13,22.82,49.49
a01cac79,97.04,45.87,30.01
d6aa2fdd,69.19,120.2,27.74
b657f9a5,59.97,110.72,24.6
b88413b2,83.11,39.38,14.86
f212522b,79.93,52.22,43.12
fb7beccc,72.05,120.81,41.94
da30f472,43.05,128.34,47.27
513d5cc2,93.77,72.92,34.52
b60f8a84,79.56,28.22,27.26
df43ff82,56.79,93.23,19.5
0e1c40f7,17.65,129.46,38.7
2ea56dfc,23.52,37.2,17.98
7bfd0fd9,87.03,144.99,19.78
750f0190,30.32,136.0,18.39
9ba8954e,62.14,91.09,12.77
c2c57626,74.61,109.25,8.91
3588b3fa,23.44,85.85,38.14
7ff60b0c,57.27,136.1,40.08
ebff22bf,67.64,22.62,14.06
df8f0841,47.19,75.75,12.53
3e01a13e,84.79,87.01,18.79
ae090ab5,38.47,30.81,22.4
dae32cab,95.06,115.24,14.78
97c1486a,61.63,55.87,46.55
6736df86,18.51,104.47,10.62
fc249374,85.37,148.32,14.65
778744c1,29.83,109.37,28.33
82177f0f,88.39,70.16,49.89
8fbee811,59.3,80.23,11.34
6f7edb1c,59.81,77.88,20.74
f9278417,18.78,26.44,43.53
fc6ee479,44.21,91.79,21.05
aa48a388,61.42,96.42,26.34
bf3d0e70,32.86,125.92,35.2
cb6fe2b7,76.79,76.22,15.13
3c6f8d00,56.22,113.08,33.69
5727c162,90.51,134.16,18.9
98c74704,64.36,55.93,32.45
659b432c,21.87,23.72,21.27
f059b0db,99.72,33.86,12.97
12dde1fb,14.81,105.41,5.93
d892f1ab,26.69,124.47,22.85
68fc22db,95.14,46.41,16.47
8c203855,62.29,63.37,21.93
9761c1bc,89.38,31.37,14.09
12aff435,37.41,117.38,7.34
330115ee,63.78,140.57,38.96
94aac89b,74.86,123.6,46.15
3f544ebb,65.65,58.01,30.6
0abdce81,22.53,43.16,30.08
b8c95ec6,12.3,124.62,10.51
f4985007,28.47,45.57,33.36
8794692d,49.98,118.68,30.64
e47e5e2d,88.93,44.3,18.86
00b9f812,71.21,36.12,48.5
ba3de26e,94.14,33.66,6.03
fb9fb0cf,48.61,120.42,22.82
b7191156,18.17,51.56,43.44
135d8832,79.87,103.09,33.07
dbd176e5,50.93,121.37,19.75
0d4885d8,83.29,43.29,11.9
2be46315,60.34,101.04,23.72
de117d32,30.89,24.83,48.79
b529ff90,18.04,71.64,40.62
57214912,78.07,98.04,38.63
5bbd3b28,14.74,20.29,14.02
78b06249,26.67,138.69,6.79
d171f901,62.77,61.23,24.47
6fdea7b1,93.04,112.43,17.61
1e11bd40,55.67,38.82,29.37
d3ee1d8e,57.2,100.46,47.55
326a397c,81.74,82.53,48.3
5d0655cf,67.62,142.02,27.04
8fd92047,43.31,24.63,5.71
d38903e6,57.46,48.65,29.56
82a56c29,21.03,50.36,38.44
6526aec4,86.01,67.15,33.18
8d9a8027,86.64,95.49,48.24
06725ff1,11.55,64.55,10.02
efa0169c,16.47,134.05,29.81
36a6056c,74.73,48.81,44.78
7c5325a4,66.45,137.23,31.36
0620c885,34.75,105.95,26.6
a5163234,99.21,139.72,16.22
ddfd55e8,96.79,21.88,49.45
132ed35c,27.76,118.34,29.99
16c34cf6,63.09,117.34,29.3
0f4bf429,81.4,61.5,6.41
78bdcefc,20.96,132.71,39.95
5ab122e0,34.12,83.19,8.76
d3b191e0,65.6,97.02,11.41
fadf6eb2,72.69,39.92,23.88
6f799ea1,38.03,65.18,37.59
ab239f5c,83.14,32.56,32.25
5907b7c3,62.85,143.53,34.51
6f315b81,68.88,52.61,12.08
965ec7ff,14.22,39.02,28.55
35697c72,20.67,32.15,29.37
97703fba,29.9,37.63,45.42
aca980d4,43.83,125.75,34.0
a1bad969,34.75,38.91,24.99
4897bee3,53.34,74.89,36.17
464c3961,31.21,42.93,36.49
94af5e0c,17.35,64.26,19.56
00f537b8,12.25,69.2,31.98
c368848e,58.01,104.82,16.49
ff5cdded,80.55,58.34,33.24
2300142b,53.39,130.99,15.48
77938529,53.01,38.33,11.2
9f875c11,96.87,127.2,28.1
20596333,65.15,38.56,10.39
38c3793a,53.51,103.33,6.39
fa112742,26.41,86.49,17.42
9c08e000,25.41,25.11,28.94
67a5a292,74.69,82.66,31.91
cfe5ee53,43.49,80.81,46.86
ef27c78f,65.05,43.37,10.87
c6f96229,28.05,123.83,34.46
15ca5af7,47.02,47.15,19.15
7f3cc8b2,15.15,47.35,34.21
17cf1a1b,21.19,109.42,47.84
06a5a1fd,59.48,67.67,9.76
9fc0f216,49.91,26.39,23.1
1cdae96d,19.49,92.44,43.43
0332d2c9,51.28,27.09,17.89
9d2d7af5,35.7,61.33,38.97
913e066d,30.72,116.09,7.11
65701939,64.99,125.15,21.82
5fd775e3,38.31,38.12,13.39
11c4db84,82.35,133.62,7.36
45e7a749,60.55,94.53,6.23
4b4a4566,26.49,121.37,29.06
8b5d2671,34.26,92.61,49.53
a03331b7,99.46,131.36,18.84
eb2aea87,49.37,53.49,31.3
22fe3f21,67.02,51.21,12.49
243ae112,47.45,38.37,10.58
